조사시작일	district	조사기관2	method	민주후보.결과	국힘후보.결과	차이.결과	민주후보.여조	국힘후보.여조	차이.여조	명목오차
2024-04-02	충남 공주부여청양	윈지코리아컨설팅	무선 ARS 가상번호	50.669007248252655	48.420107429458966	2.2488998187936886	44.5	48.7	-4.200000000000003	6.4488998187936915
2024-04-02	서울 송파병	조원씨앤아이	무선 ARS 가상번호	51.043638442482376	48.956361557517624	2.0872768849647514	47.6	45.5	2.1000000000000014	-0.012723115035250032
2024-04-02	서울 양천갑	조원씨앤아이	무선 ARS 가상번호	49.78559056877864	48.161107386300145	1.6244831824784924	47.3	46.7	0.5999999999999943	1.0244831824784981
2024-04-02	인천 동미추홀을	조원씨앤아이	무선 ARS 가상번호	49.55984025421909	50.44015974578091	-0.8803194915618207	47	45.4	1.6000000000000014	-2.480319491561822
2024-04-02	경기 용인병	조원씨앤아이	무선 ARS 가상번호	50.26229002928032	49.73770997071968	0.5245800585606446	51.7	42.5	9.200000000000003	-8.675419941439358
2024-04-02	서울 종로	조원씨앤아이	무선 ARS 가상번호	50.92074844264255	44.1321504629366	6.788597979705948	53.4	36.1	17.299999999999997	-10.51140202029405
2024-04-02	경기 하남갑	조원씨앤아이	무선 ARS 가상번호	50.58972820366526	49.41027179633473	1.1794564073305267	49.4	44.7	4.699999999999996	-3.520543592669469
2024-04-02	인천 중강화옹진	조원씨앤아이	무선 ARS 가상번호	43.89255155000701	54.99228503296395	-11.099733482956935	49.2	47.6	1.6000000000000014	-12.699733482956937
2024-04-02	부산 수영	조원씨앤아이	무선 ARS 가상번호	40.47759782480199	50.33297868148323	-9.855380856681244	37.5	35.3	2.200000000000003	-12.055380856681246
2024-04-02	충남 보령서천	조원씨앤아이	무선 ARS 가상번호	47.406078327130956	51.50739854687223	-4.101320219741275	46.1	48.8	-2.6999999999999957	-1.4013202197412795
2024-04-02	충남 천안갑	조원씨앤아이	무선 ARS 가상번호	50.586871013743284	47.15183426574522	3.435036747998062	51.5	40.3	11.200000000000003	-7.764963252001941
2024-04-02	충남 천안을	조원씨앤아이	무선 ARS 가상번호	55.12765279937063	41.79669207859592	13.330960720774712	52.8	35.1	17.699999999999996	-4.369039279225284
2024-04-02	충남 천안병	조원씨앤아이	무선 ARS 가상번호	55.20337100808502	41.61658934520659	13.58678166287843	53	35.9	17.1	-3.5132183371215717
2024-04-02	경기 여주양평	메타서치	유무선 혼합 ARS 가상번호/RDD 혼합	46.415466815441064	53.584533184558936	-7.169066369117871	44.2	49.7	-5.5	-1.6690663691178713
2024-04-02	경기 수원병	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	52.1	40.1	12	-1.1685709867528047
2024-04-02	서울 종로	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	50.92074844264255	44.1321504629366	6.788597979705948	44.1	38.3	5.800000000000004	0.9885979797059434
2024-04-02	경기 용인갑	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	50.222014819842755	43.833785847615815	6.3882289722269405	41.5	39.9	1.6000000000000014	4.788228972226939
2024-04-02	부산 남	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	45.594508174045075	54.40549182595492	-8.810983651909844	47.6	46.5	1.1000000000000014	-9.910983651909845
2024-04-02	인천 계양을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	49.2	44	5.200000000000003	3.4722474651386577
2024-04-02	경기 수원병	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	50.3	42.5	7.799999999999997	3.031429013247198
2024-04-02	경기 성남중원	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	60.1171967452603	39.8828032547397	20.234393490520603	47.6	32.8	14.800000000000004	5.434393490520598
2024-04-02	인천 연수갑	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	52.446045738194435	46.083287142167464	6.362758596026971	45.6	42.8	2.8000000000000043	3.562758596026967
2024-04-02	경기 안양동안을	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	53.86447282961681	46.1355271703832	7.728945659233609	47.9	38.1	9.799999999999997	-2.0710543407663877
2024-04-02	서울 동작을	한국갤럽조사연구소	무선 전화면접 가상번호	45.98458424837445	54.01541575162554	-8.030831503251086	43	48	-5	-3.030831503251086
2024-04-02	서울 용산	한국갤럽조사연구소	무선 전화면접 가상번호	47.02703123055866	51.778493218862764	-4.751461988304101	47	40	7	-11.7514619883041
2024-04-02	강원 원주을	한국갤럽조사연구소	무선 전화면접 가상번호	54.08886027044431	45.9111397295557	8.177720540888608	51	38	13	-4.822279459111392
2024-04-02	인천 부평을	한국갤럽조사연구소	무선 전화면접 가상번호	51.36535215145302	38.75223694601625	12.61311520543677	43	27	16	-3.3868847945632297
2024-04-02	경기 성남분당갑	한국갤럽조사연구소	무선 전화면접 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	49	43	6	-12.551225494682505
2024-04-02	경기 성남분당을	한국갤럽조사연구소	무선 전화면접 가상번호	48.8693662101805	51.1306337898195	-2.2612675796389965	46	42	4	-6.2612675796389965
2024-04-02	경기 시흥갑	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	60.81487933174683	38.27985159073608	22.53502774101075	54.6	34.5	20.1	2.4350277410107495
2024-04-02	경기 시흥을	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	56.538620339198374	39.56361557517627	16.975004764022103	50.2	39	11.200000000000003	5.7750047640221
2024-04-01	대전 서을	데일리리서치	유무선 혼합 ARS 가상번호/RDD 혼합	54.58601014193699	42.873493120358226	11.712517021578762	47.8	39.9	7.899999999999999	3.8125170215787634
2024-04-01	대전 중	데일리리서치	유무선 혼합 ARS 가상번호/RDD 혼합	52.08997423265795	47.91002576734205	4.179948465315903	51.8	40.6	11.199999999999996	-7.020051534684093
2024-04-01	경기 평택병	데일리리서치	무선 ARS 가상번호	52.76577232619941	43.48159146577895	9.284180860420463	52.6	37	15.600000000000001	-6.3158191395795384
2024-04-01	경기 포천가평	리얼미터	유무선 혼합 ARS 가상번호/RDD 혼합	48.36316503082656	50.47540270659765	-2.112237675771091	45	46.1	-1.1000000000000014	-1.0122376757710896
2024-04-01	경기 성남분당갑	엠브레인퍼블릭	무선 전화면접 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	43	39	4	-10.551225494682505
2024-04-01	충남 공주부여청양	엠브레인퍼블릭	무선 전화면접 가상번호	50.669007248252655	48.420107429458966	2.2488998187936886	42	42	0	2.2488998187936886
2024-04-01	서울 중성동갑	엠브레인퍼블릭	무선 전화면접 가상번호	52.61357217784233	47.386427822157664	5.227144355684665	45	31	14	-8.772855644315335
2024-04-01	경기 평택병	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	52.76577232619941	43.48159146577895	9.284180860420463	46.1	36.1	10	-0.715819139579537
2024-04-01	경기 이천	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	48.669208006071926	51.330791993928074	-2.6615839878561474	50.3	42.2	8.099999999999994	-10.761583987856142
2024-04-01	경기 포천가평	여론조사꽃	무선 전화면접 가상번호	48.36316503082656	50.47540270659765	-2.112237675771091	41.6	38.9	2.700000000000003	-4.812237675771094
2024-04-01	제주 제주갑	코리아리서치인터내셔널	무선 전화면접 가상번호	62.8804508337391	37.11954916626091	25.760901667478187	56	29	27	-1.239098332521813
2024-04-01	제주 제주을	코리아리서치인터내셔널	무선 전화면접 가상번호	64.64250252336679	31.961004751315023	32.68149777205176	62	26	36	-3.318502227948237
2024-04-01	제주 서귀포	코리아리서치인터내셔널	무선 전화면접 가상번호	54.00814672124569	45.99185327875431	8.016293442491374	51	41	10	-1.9837065575086257
2024-04-01	서울 송파을	한국리서치	무선 전화면접 가상번호	42.79041624545273	57.20958375454727	-14.419167509094535	39	50	-11	-3.4191675090945353
2024-04-01	서울 용산	한국리서치	무선 전화면접 가상번호	47.02703123055866	51.778493218862764	-4.751461988304101	48	38	10	-14.7514619883041
2024-04-01	서울 영등포을	한국리서치	무선 전화면접 가상번호	50.180403254333214	49.03330132902117	1.1471019253120431	43	42	1	0.14710192531204314
2024-04-01	서울 동작을	한국리서치	무선 전화면접 가상번호	45.98458424837445	54.01541575162554	-8.030831503251086	43	46	-3	-5.030831503251086
2024-04-01	경기 성남분당갑	한국리서치	무선 전화면접 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	51	38	13	-19.551225494682505
2024-04-01	경기 수원병	한국리서치	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	48	35	13	-2.1685709867528047
2024-04-01	인천 동미추홀을	한국리서치	무선 전화면접 가상번호	49.55984025421909	50.44015974578091	-0.8803194915618207	45	42	3	-3.8803194915618207
2024-04-01	인천 계양을	한국리서치	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	54	37	17	-8.32775253486134
2024-04-01	강원 원주갑	한국리서치	무선 전화면접 가상번호	49.28415385815714	50.71584614184287	-1.4316922836857273	44	44	0	-1.4316922836857273
2024-04-01	충남 홍성예산	한국리서치	무선 전화면접 가상번호	45.158871316637025	54.841128683362975	-9.682257366725949	40	47	-7	-2.682257366725949
2024-04-01	인천 연수을	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	51.505621654047864	48.494378345952136	3.011243308095729	49.8	40	9.799999999999997	-6.788756691904268
2024-04-01	서울 영등포갑	넥스트리서치	무선 전화면접 가상번호	54.534138342277885	41.67635658914728	12.857781753130602	48	36	12	0.8577817531306025
2024-04-01	충남 공주부여청양	넥스트리서치	무선 전화면접 가상번호	50.669007248252655	48.420107429458966	2.2488998187936886	45	48	-3	5.248899818793689
2024-04-01	경기 화성을	넥스트리서치	무선 전화면접 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	40	19	21	0.8812367086536881
2024-04-01	경기 수원병	넥스트리서치	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	51	37	14	-3.1685709867528047
2024-04-01	서울 광진을	넥스트리서치	무선 전화면접 가상번호	51.47542564993006	47.602373028505276	3.873052621424783	48	43	5	-1.1269473785752169
2024-04-01	서울 동작을	넥스트리서치	무선 전화면접 가상번호	45.98458424837445	54.01541575162554	-8.030831503251086	42	53	-11	2.969168496748914
2024-04-01	서울 광진갑	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	52.536267065426365	47.463732934573635	5.0725341308527305	45.5	45	0.5	4.5725341308527305
2024-04-01	부산 북을	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	47.43104760789365	52.56895239210634	-5.137904784212687	48.5	45.1	3.3999999999999986	-8.537904784212685
2024-04-01	대전 서을	윈지코리아컨설팅	무선 ARS 가상번호	54.58601014193699	42.873493120358226	11.712517021578762	50.3	38.3	12	-0.28748297842123804
2024-04-01	서울 용산	조원씨앤아이	무선 ARS 가상번호	47.02703123055866	51.778493218862764	-4.751461988304101	47.3	45.2	2.0999999999999943	-6.851461988304095
2024-04-01	경기 성남분당갑	조원씨앤아이	무선 ARS 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	50.7	43	7.700000000000003	-14.251225494682508
2024-04-01	서울 동작을	조원씨앤아이	무선 ARS 가상번호	45.98458424837445	54.01541575162554	-8.030831503251086	48.5	47.5	1	-9.030831503251086
2024-04-01	인천 계양을	조원씨앤아이	무선 ARS 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	53.5	41.5	12	-3.3277525348613395
2024-04-01	경기 화성을	조원씨앤아이	무선 ARS 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	44.5	20.7	23.8	-1.9187632913463126
2024-04-01	서울 양천갑	케이스탯리서치	무선 전화면접 가상번호	49.78559056877864	48.161107386300145	1.6244831824784924	46	41	5	-3.3755168175215076
2024-04-01	서울 마포갑	케이스탯리서치	무선 전화면접 가상번호	47.706266175045215	48.30480529991906	-0.5985391248738452	46	38	8	-8.598539124873845
2024-04-01	서울 도봉갑	케이스탯리서치	무선 전화면접 가상번호	47.89489273473533	49.05640418059493	-1.1615114458596025	44	38	6	-7.1615114458596025
2024-04-01	경기 하남갑	케이스탯리서치	무선 전화면접 가상번호	50.58972820366526	49.41027179633473	1.1794564073305267	51	38	13	-11.820543592669473
2024-04-01	경기 화성을	케이스탯리서치	무선 전화면접 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	43	18	25	-3.118763291346312
2024-04-01	인천 남동갑	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	56.96017791368406	40.26146516243118	16.698712751252884	54.5	34.9	19.6	-2.901287248747117
2024-04-01	부산 사상	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	47.36028219402511	52.6397178059749	-5.279435611949786	39.7	54.1	-14.399999999999999	9.120564388050212
2024-04-01	부산 북을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	47.43104760789365	52.56895239210634	-5.137904784212687	48.7	45.2	3.5	-8.637904784212687
2024-04-01	부산 강서	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	44.41408261058968	55.58591738941032	-11.171834778820639	47.6	46.3	1.3000000000000043	-12.471834778820643
2024-04-01	부산 남	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	45.594508174045075	54.40549182595492	-8.810983651909844	46.3	47.2	-0.9000000000000057	-7.910983651909838
2024-04-01	부산 북갑	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	52.31996539875532	46.675637359732804	5.644328039022518	52.9	41.3	11.600000000000001	-5.955671960977483
2024-04-01	부산 수영	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	40.47759782480199	50.33297868148323	-9.855380856681244	35.8	31.1	4.699999999999996	-14.55538085668124
2024-04-01	경남 양산을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	49.5	43.6	5.899999999999999	-8.00001510802236
2024-04-01	서울 중성동을	한국갤럽조사연구소	무선 전화면접 가상번호	50.81497579768843	48.53715960354308	2.277816194145352	43	41	2	0.27781619414535186
2024-04-01	부산 북갑	한국갤럽조사연구소	무선 전화면접 가상번호	52.31996539875532	46.675637359732804	5.644328039022518	53	39	14	-8.355671960977482
2024-04-01	서울 영등포갑	한국갤럽조사연구소	무선 전화면접 가상번호	54.534138342277885	41.67635658914728	12.857781753130602	44	37	7	5.8577817531306025
2024-04-01	서울 중성동갑	한국갤럽조사연구소	무선 전화면접 가상번호	52.61357217784233	47.386427822157664	5.227144355684665	48	36	12	-6.772855644315335
2024-04-01	충남 천안갑	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	50.586871013743284	47.15183426574522	3.435036747998062	45.7	43	2.700000000000003	0.7350367479980591
2024-04-01	충남 천안병	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	55.20337100808502	41.61658934520659	13.58678166287843	55.4	32.6	22.799999999999997	-9.213218337121567
2024-04-01	충남 천안을	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	55.12765279937063	41.79669207859592	13.330960720774712	44.1	40.8	3.3000000000000043	10.030960720774708
2024-03-31	경기 용인을	데일리리서치	무선 ARS 가상번호	55.705533157677536	41.69772388178153	14.007809275896008	54.6	37.5	17.1	-3.092190724103993
2024-03-31	경남 양산을	엠브레인퍼블릭	무선 전화면접 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	40	38	2	-4.100015108022362
2024-03-31	서울 중성동을	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	50.81497579768843	48.53715960354308	2.277816194145352	46.3	42.7	3.5999999999999943	-1.3221838058546425
2024-03-31	부산 해운대갑	여론조사꽃	유무선 혼합 ARS 가상번호/RDD 혼합	44.6158444970619	53.70153316079702	-9.08568866373512	50.9	41.8	9.100000000000001	-18.18568866373512
2024-03-31	경기 하남을	여론조사꽃	무선 전화면접 가상번호	51.655292664056994	43.706192769136614	7.94909989492038	48	29.9	18.1	-10.150900105079621
2024-03-31	경기 부천을	여론조사꽃	무선 전화면접 가상번호	55.90123155547422	37.93963548126911	17.96159607420511	47.6	24.4	23.200000000000003	-5.238403925794891
2024-03-31	인천 동미추홀을	여론조사꽃	무선 전화면접 가상번호	49.55984025421909	50.44015974578091	-0.8803194915618207	38.5	38.3	0.20000000000000284	-1.0803194915618235
2024-03-31	경기 동두천양주연천갑	이너텍시스템즈	무선 ARS 가상번호	60.26736281706253	39.73263718293747	20.534725634125067	56.9	34.9	22	-1.465274365874933
2024-03-31	경기 포천가평	이너텍시스템즈	유무선 혼합 ARS 가상번호/RDD 혼합	48.36316503082656	50.47540270659765	-2.112237675771091	42.5	49.8	-7.299999999999997	5.187762324228906
2024-03-31	경기 화성을	KOPRA	유무선 혼합 ARS 가상번호/RDD 혼합	39.733355144773434	17.852118436119746	21.881236708653688	44.7	20.2	24.500000000000004	-2.6187632913463155
2024-03-31	경기 용인갑	PNR-피플네트웍스	무선 ARS 가상번호	50.222014819842755	43.833785847615815	6.3882289722269405	46	39.8	6.200000000000003	0.18822897222693769
2024-03-31	서울 종로	넥스트리서치	무선 전화면접 가상번호	50.92074844264255	44.1321504629366	6.788597979705948	51	37	14	-7.211402020294052
2024-03-31	경기 성남분당갑	넥스트리서치	무선 전화면접 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	46	47	-1	-5.551225494682505
2024-03-31	인천 계양을	넥스트리서치	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	53	40	13	-4.3277525348613395
2024-03-31	서울 중성동갑	넥스트리서치	무선 전화면접 가상번호	52.61357217784233	47.386427822157664	5.227144355684665	52	39	13	-7.772855644315335
2024-03-31	경남 양산을	넥스트리서치	무선 전화면접 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	48	46	2	-4.100015108022362
2024-03-31	부산 북갑	넥스트리서치	무선 전화면접 가상번호	52.31996539875532	46.675637359732804	5.644328039022518	56	37	19	-13.355671960977482
2024-03-31	인천 계양을	미디어리서치	유무선 혼합 ARS 가상번호/RDD 혼합	54.12740336190881	45.45515589677015	8.67224746513866	47.7	44.3	3.4000000000000057	5.272247465138655
2024-03-31	서울 동대문을	여론조사공정	유무선 혼합 ARS 가상번호/RDD 혼합	54.629126286389116	45.37087371361089	9.258252572778225	47.5	44	3.5	5.7582525727782254
2024-03-31	서울 광진을	입소스	무선 전화면접 가상번호	51.47542564993006	47.602373028505276	3.873052621424783	48	39	9	-5.126947378575217
2024-03-31	서울 중성동갑	입소스	무선 전화면접 가상번호	52.61357217784233	47.386427822157664	5.227144355684665	48	37	11	-5.772855644315335
2024-03-31	서울 종로	입소스	무선 전화면접 가상번호	50.92074844264255	44.1321504629366	6.788597979705948	50	38	12	-5.211402020294052
2024-03-31	경기 성남분당갑	입소스	무선 전화면접 가상번호	46.724387252658744	53.27561274734125	-6.551225494682505	46	45	1	-7.551225494682505
2024-03-31	경기 화성을	입소스	무선 전화면접 가상번호	39.733355144773434	17.852118436119746	21.881236708653688	47	18	29	-7.118763291346312
2024-03-31	경기 수원병	입소스	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	49	38	11	-0.16857098675280469
2024-03-31	인천 계양을	입소스	무선 전화면접 가상번호	54.12740336190881	45.45515589677015	8.67224746513866	55	37	18	-9.32775253486134
2024-03-31	경남 양산을	입소스	무선 전화면접 가상번호	48.94999244598882	51.05000755401118	-2.1000151080223617	49	41	8	-10.100015108022362
2024-03-31	경기 부천을	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	55.90123155547422	37.93963548126911	17.96159607420511	48.5	34.5	14	3.9615960742051115
2024-03-31	서울 동작갑	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	50.4972270032511	45.01976158602665	5.477465417224451	46.4	35	11.399999999999999	-5.922534582775548
2024-03-31	서울 광진갑	케이에스오아이(한국사회여론연구소)	무선 전화면접 가상번호	52.536267065426365	47.463732934573635	5.0725341308527305	44.7	38.8	5.900000000000006	-0.8274658691472752
2024-03-31	부산 수영	케이에스오아이(한국사회여론연구소)	무선 ARS 가상번호	40.47759782480199	50.33297868148323	-9.855380856681244	40.6	29.9	10.700000000000003	-20.555380856681246
2024-03-31	강원 춘천철원화천양구갑	한국갤럽조사연구소	무선 전화면접 가상번호	53.44157572531275	44.520323966690754	8.921251758621999	46	41	5	3.921251758621999
2024-03-31	강원 춘천철원화천양구을	한국갤럽조사연구소	무선 전화면접 가상번호	41.46491184992388	53.939743652703434	-12.474831802779555	24	58	-34	21.525168197220445
2024-03-31	강원 원주갑	한국갤럽조사연구소	무선 전화면접 가상번호	49.28415385815714	50.71584614184287	-1.4316922836857273	42	45	-3	1.5683077163142727
2024-03-31	인천 계양갑	한길리서치	유무선 혼합 ARS 가상번호/RDD 혼합	58.29675712122947	41.70324287877053	16.593514242458937	49.6	37.9	11.700000000000003	4.893514242458934
2024-03-31	경기 고양병	한길리서치	무선 ARS 가상번호	54.065004508909865	45.93499549109014	8.130009017819724	51.7	38.9	12.800000000000004	-4.6699909821802805
2024-03-30	경기 하남갑	데일리리서치	무선 ARS 가상번호	50.58972820366526	49.41027179633473	1.1794564073305267	52	39.2	12.799999999999997	-11.62054359266947
2024-03-30	경기 평택갑	리서치뷰	무선 ARS 가상번호	57.41483380188524	42.58516619811476	14.829667603770474	58	38.1	19.9	-5.070332396229524
2024-03-30	경기 평택병	리서치뷰	무선 ARS 가상번호	52.76577232619941	43.48159146577895	9.284180860420463	50.6	40.8	9.800000000000004	-0.5158191395795413
2024-03-30	서울 영등포을	리얼미터	유무선 혼합 ARS 가상번호/RDD 혼합	50.180403254333214	49.03330132902117	1.1471019253120431	46.7	42.3	4.400000000000006	-3.2528980746879625
2024-03-30	경기 오산	알앤써치	유무선 혼합 ARS 가상번호/RDD 혼합	59.017752718766914	40.98224728123309	18.03550543753382	44.9	42.3	2.6000000000000014	15.43550543753382
2024-03-30	경기 파주갑	알앤써치	유무선 혼합 ARS 가상번호/RDD 혼합	63.438709456451	36.561290543549	26.877418912902	59.2	31.5	27.700000000000003	-0.8225810870980013
2024-03-30	경기 수원병	엠브레인퍼블릭	무선 전화면접 가상번호	55.415714506623594	44.5842854933764	10.831429013247195	44	30	14	-3.1685709867528047
2024-03-30	경기 의정부갑	여론조사꽃	무선 전화면접 가상번호	54.89207441620816	43.447178109416114	11.444896306792046	42.4	30.8	11.599999999999998	-0.15510369320795192
2024-03-30	경기 여주양평	이너텍시스템즈	유무선 혼합 ARS 가상번호/RDD 혼합	46.415466815441064	53.584533184558936	-7.169066369117871	45.5	48.5	-3	-4.169066369117871
2024-03-30	충남 아산갑	코리아리서치인터내셔널	무선 전화면접 가상번호	53.79402756508422	44.09775395610005	9.696273608984171	50	37	13	-3.3037263910158288
2024-03-30	대전 대덕	코리아리서치인터내셔널	무선 전화면접 가상번호	50.92711261782702	43.0533735736729	7.873739044154121	47	31	16	-8.12626095584588
2024-03-30	대전 중	코리아리서치인터내셔널	무선 전화면접 가상번호	52.08997423265795	47.91002576734205	4.179948465315903	48	39	9	-4.820051534684097
2024-03-30	충남 홍성예산	코리아리서치인터내셔널	무선 전화면접 가상번호	45.158871316637025	54.841128683362975	-9.682257366725949	38	52	-14	4.317742633274051
